AccelerometerX,AccelerometerY,AccelerometerZ
-0.4167578474054706,0.19774991367911982,10.39921035498849
-0.056266827226329474,0.3368361362314052,14.8084904924909
-2.136196095668454,-0.5976572586264365,2.0592545721663584
1.6402708084049886,0.3379366099620421,3.1143587828654864
-1.7934355851948631,-0.730028117705647,9.4045280048068
-0.841747365656204,0.560022058497286,1.756416253160447
0.5028814171580428,-0.1881453897482699,6.067012784369126
-1.2452880866072316,0.22596107662380135,2.052196421565403
-1.057952218862339,0.25554196785886957,0.20936697945500676
-0.9090076149268493,-0.7585115225390326,-6.397207550073491
0.5514540445464243,-0.5537965268617788,2.272571288045196
2.2922080128149576,-0.16412902313209554,6.530454138210415
0.04153939299840346,0.4248010428031259,3.394738038002373
-1.1179254451135168,0.9135054835995078,-1.5502609116776298
0.5390583205807888,-0.07424105148695632,3.3713885900476157
-0.596159699806467,-0.6988224523750899,15.80544617132592
-0.019130496521151476,0.21819577256591932,0.9394811506203532
1.175001219500291,-0.041930427981571185,-5.197810473397356
-0.7478709492938624,0.7290590474474038,17.598530107418302
0.009025250973325124,1.1785954763808106,-3.6450886891760654
-0.878107893240342,1.9156788821223303,16.00010307111728
-0.15643417038462365,-1.660404840782051,6.727621234626332
0.25657045200129563,-0.4929852568511962,-11.984226006346987
-0.9887790487696217,-0.0960824565097335,-0.36013787077296755
-0.33882196602919634,0.7536579293753193,-0.7208161561784815
-0.23618403085260128,0.6496361781879872,-0.8293439011215343
-0.6376550124843012,0.03593418000341157,-1.0469646136548634
-1.1876122863852843,0.741614046538866,8.100935448602634
-1.4212172273041268,-0.5686951372765738,5.1652560390537205
-0.15349519567694914,-0.38453333453887567,15.249822745697886
-0.2690569602160135,0.27772181690660375,-0.41927143124890787
2.2313667888866044,-1.080675274210254,1.0254730101618745
-2.434767576521044,1.5387359939272038,8.465337771922059
0.11272650481664892,-0.8079649866116945,1.126353337859267
0.37044453666323424,-1.1438008308968015,-2.1395153264211215
1.3596338626725961,0.29669513566806444,5.264218016253862
0.5018572067813133,-1.9207477271003446,-7.711618724972741
-0.8442137038298618,-0.44728371789815247,-9.076015739932634
9.761471596093479e-06,-0.18530621098365718,-2.5949716310945146
0.5423525721490291,1.2535672542353968,7.307109497601692
-0.31350819699340887,3.0094311885565737,10.201351875895622
0.7710117380694115,0.1516470922636853,-7.779077048882135
-1.8680906545637634,-1.298238354467522,-3.369176270928262
1.731184665980468,0.24103720692640693,5.242322619939247
1.4676780105734129,0.6429542438251072,4.3939497772681655
-0.33567733852384746,-0.9317137468665752,-6.172017250584507
0.6113407795737174,0.3263307502618375,10.455420886215581
0.047970591868188375,1.5523346151134727,-1.0593183564236957
-0.8291352890147787,0.4712998932992131,0.7072124557135242
0.08771021840833142,-0.7941500574453586,-4.6495830696559715
1.000365886550695,-0.5686120029765696,12.492557858683181
-0.38109251751534995,-1.6435428113896149,12.068110745931799
-0.37566942307899365,-0.44690427050504,-0.6908564487425248
-0.07447076289398098,-0.5902246024719148,13.69907414548772
0.43349633007657085,1.3638252897418415,11.538886406333258
1.2783792302718682,-1.5527578328277152,8.322504435618043
-0.6346793051793623,-1.5800695226876613,1.2939757356331256
0.5083962426834318,0.17428368055647953,9.988640384294861
0.21611600626368202,0.5710335188840954,-4.8808172153586185
-1.8586123861234976,-0.5609986006931457,-3.4104871218911863
-0.41931648215268885,0.17514072234177805,-1.0574702416642041
-0.13232889843674336,0.6463503243614719,7.079826240633836
-0.0395702396936057,0.7168814293888305,13.946899248718516
0.3260034333869806,0.34828060843862363,-16.82158879791838
-2.040323048728715,0.5209562683099942,0.2143916637487371
0.046255523141696904,-1.5514602525265606,-6.190830315942413
-0.6776755773280415,0.7783658777042087,5.829451247478423
-1.4394390267386181,0.12268330620373355,-12.11358544381948
0.5242964300103486,-0.8369324548151991,18.296198431593183
0.7352795760652026,-0.4074564233668153,-4.436200433470193
-0.6532502677920357,-0.3060691197309398,14.817688052991064
0.8424562815713401,-0.5591331870280085,-11.289194609162701
-0.3815164817650862,-0.17973659587118762,5.880527122197774
0.06648900914614486,-0.40374842284713686,16.920435281914447
-1.0987389469960565,-1.460153974462839,13.445672256765915
1.5844870563956763,2.1207828208907245,-10.237200396321251
-2.6594494563834883,0.3615065166711153,-10.64192715572548
-0.09145262289065814,2.181731186753019,-14.543716088225944
0.6951196050469914,-0.29270937803343555,5.234771681567553
-2.0334665461226136,1.5849359756314727,-13.9665984437309
-0.18946926471238082,-0.14694318764881514,18.787549526546925
-0.07721866535295716,1.5394133875612162,8.655035792460325
0.8247030054369816,0.8998890940029004,15.168680356776918
1.248212920597034,0.7402516839885996,-4.0312063701752034
-0.4038922693379395,-0.19320397028540165,-1.1593752788795815
-1.3845186665358649,0.20199778833634963,1.0081713669024528
1.3672354239271245,1.3113060843098503,-13.041442102632445
1.2178856330562904,-2.000076695810401,-13.027171104704678
-0.46200534815338046,-0.6981645831332934,2.0626193501125907
0.3508884940877463,-1.256572818413833,-3.289758041012909
0.38186623412669696,-0.9266079955422619,-0.08748619876115617
0.5662754414424561,0.6003103941040154,-11.116651069992876
0.20420797891411197,0.8178505918529546,6.412577066870195
1.4066962416613704,-0.20937184386589455,13.763066605059889
-1.737959504384568,1.1134162271793842,4.242820931526666
1.0408239533907289,-0.7432973334218372,-4.453179221295266
0.38047197021500045,-0.6044583415956847,8.472450567418129
-0.21713526874487937,0.11581714340030545,8.493220919755093
1.1735314984949534,0.3927231631058914,2.879183791563242
-2.343603190999962,-0.13753852950614973,-8.782484297956586
1.161521490740773,-1.0713342164990416,-18.910019299338735
0.38607804760359454,0.5587127202999242,18.41681860587241
-1.1331332736769826,1.6898812752263495,4.991830749378771
0.43309255465669094,-0.3789877882091447,-3.3474922341120457
-0.3040864388013156,0.020505118896650996,-6.742686968003343
2.5852948680645493,-1.1104925588953851,-23.081399061960962
